Country Name,Country Code,Time,Time Code,"GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",Renewable electricity output (% of total electricity output) [EG.ELC.RNEW.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Renewable energy consumption (% of total final energy consumption) [EG.FEC.RNEW.ZS]
Afghanistan,AFG,2015,YR2015,2108.714173,86.05011125,0.297971775,17.53
Afghanistan,AFG,2016,YR2016,2101.422187,..,0.268358773,19.92
Afghanistan,AFG,2017,YR2017,2096.093111,..,0.281195816,19.21
Afghanistan,AFG,2018,YR2018,2060.698973,..,0.299082634,17.96
Afghanistan,AFG,2019,YR2019,2079.921861,..,0.297563651,18.51
Afghanistan,AFG,2020,YR2020,1968.341002,..,0.223478872,17.58
Afghanistan,AFG,2021,YR2021,1516.273265,..,..,17.86
Afghanistan,AFG,2022,YR2022,..,..,..,..
Afghanistan,AFG,2023,YR2023,..,..,..,..
Albania,ALB,1990,YR1990,4827.01809,86.40776699,1.844035463,25.5
Albania,ALB,1991,YR1991,3496.362661,92.14248298,1.26105443,32.98
Albania,ALB,1992,YR1992,3264.814253,95.05008839,0.689643703,46.78
Albania,ALB,1993,YR1993,3598.803098,93.90762256,0.644008419,51.12
Albania,ALB,1994,YR1994,3921.607158,95.68637402,0.649938146,51.43
Albania,ALB,1995,YR1995,4471.592795,93.98613906,0.612055271,50.58
Albania,ALB,1996,YR1996,4908.922613,95.72049482,0.62120565,51.6
Albania,ALB,1997,YR1997,4400.303989,96.17444529,0.469830997,55.93
Albania,ALB,1998,YR1998,4819.058233,96.32021922,0.576804442,49.94
Albania,ALB,1999,YR1999,5474.839008,97.32915822,0.96029694,42.63
Albania,ALB,2000,YR2000,5892.570453,96.14901632,1.031567545,41.36
Albania,ALB,2001,YR2001,6441.427867,95.30831099,1.056868354,39.04
Albania,ALB,2002,YR2002,6753.867737,93.95398609,1.233001531,35.82
Albania,ALB,2003,YR2003,7153.981149,97.85657051,1.361158778,33.67
Albania,ALB,2004,YR2004,7580.113015,97.5026757,1.427944204,35.84
Albania,ALB,2005,YR2005,8040.065361,98.71394452,1.360092207,36.77
Albania,ALB,2006,YR2006,8568.532665,98.31643736,1.363988602,31.62
Albania,ALB,2007,YR2007,9150.098594,97.48251748,1.433796507,32
Albania,ALB,2008,YR2008,9912.128725,100,1.428249586,35.79
Albania,ALB,2009,YR2009,10313.88117,99.98077662,1.492116704,37.09
Albania,ALB,2010,YR2010,10749.44501,99.98678647,1.64276193,36.99
Albania,ALB,2011,YR2011,11052.75592,98.59222143,1.768108509,35.84
Albania,ALB,2012,YR2012,11227.92804,100,1.565921402,39.91
Albania,ALB,2013,YR2013,11361.22986,100,1.656389503,41.14
Albania,ALB,2014,YR2014,11586.79436,100,1.795712442,38.56
Albania,ALB,2015,YR2015,11878.41394,100,1.665218525,38.49
Albania,ALB,2016,YR2016,12291.81757,..,1.590069333,39.44
Albania,ALB,2017,YR2017,12770.96642,..,1.880557113,36.94
Albania,ALB,2018,YR2018,13317.09274,..,1.85464154,37.83
Albania,ALB,2019,YR2019,13653.15501,..,1.749462457,40.11
Albania,ALB,2020,YR2020,13278.34332,..,1.544550115,44.58
Albania,ALB,2021,YR2021,14595.91531,..,..,..
Albania,ALB,2022,YR2022,15491.961,..,..,..
Albania,ALB,2023,YR2023,..,..,..,..
Algeria,DZA,1990,YR1990,8828.874473,0.838301043,2.466365604,0.18
Algeria,DZA,1991,YR1991,8517.376962,1.689247622,2.541851285,0.32
Algeria,DZA,1992,YR1992,8471.527605,1.088264246,2.499022087,0.29
Algeria,DZA,1993,YR1993,8109.883559,1.818275471,2.640134411,0.48
Algeria,DZA,1994,YR1994,7869.270272,0.834884072,2.634720413,0.4
Algeria,DZA,1995,YR1995,8013.123442,0.978950038,2.684182209,0.42
Algeria,DZA,1996,YR1996,8195.86048,0.653626416,2.626350224,0.39
Algeria,DZA,1997,YR1997,8147.878198,0.348885891,2.525211077,0.47
Algeria,DZA,1998,YR1998,8435.035658,0.924254148,2.494567358,0.54
Algeria,DZA,1999,YR1999,8584.071496,0.819970109,2.554046267,0.51
Algeria,DZA,2000,YR2000,8786.19035,0.212498032,2.601065339,0.43
Algeria,DZA,2001,YR2001,8926.110134,0.25915493,2.520609526,0.43
Algeria,DZA,2002,YR2002,9299.682134,0.206163194,2.605694613,0.51
Algeria,DZA,2003,YR2003,9835.161709,0.896148253,2.751098761,0.47
Algeria,DZA,2004,YR2004,10114.72556,0.8032,2.752758782,0.44
Algeria,DZA,2005,YR2005,10566.37284,1.636444051,2.85792657,0.58
Algeria,DZA,2006,YR2006,10592.24711,0.618861069,2.985149131,0.41
Algeria,DZA,2007,YR2007,10775.53211,0.607592214,3.023502915,0.41
Algeria,DZA,2008,YR2008,10847.17663,0.703350234,3.116770947,0.3
Algeria,DZA,2009,YR2009,10824.57636,0.794784551,3.187069044,0.31
Algeria,DZA,2010,YR2010,11007.74661,0.380460926,3.184357,0.26
Algeria,DZA,2011,YR2011,11113.96889,0.980009371,3.305232517,0.18
Algeria,DZA,2012,YR2012,11270.70105,1.083680332,3.621367718,0.18
Algeria,DZA,2013,YR2013,11360.63761,0.551010185,3.658468679,0.13
Algeria,DZA,2014,YR2014,11561.2598,0.395379969,3.811521147,0.07
Algeria,DZA,2015,YR2015,11751.63412,0.322683799,3.951960939,0.06
Algeria,DZA,2016,YR2016,11888.32297,..,3.833834222,0.08
Algeria,DZA,2017,YR2017,11809.48303,..,3.833681126,0.14
Algeria,DZA,2018,YR2018,11725.87774,..,3.924298722,0.19
Algeria,DZA,2019,YR2019,11627.27992,..,3.994401828,0.16
Algeria,DZA,2020,YR2020,10844.77076,..,3.71822337,0.15
Algeria,DZA,2021,YR2021,11029.13878,..,..,..
Algeria,DZA,2022,YR2022,11198.23348,..,..,..
Algeria,DZA,2023,YR2023,..,..,..,..
American Samoa,ASM,1990,YR1990,..,0,..,0
American Samoa,ASM,1991,YR1991,..,0,..,0
American Samoa,ASM,1992,YR1992,..,0,..,0
American Samoa,ASM,1993,YR1993,..,0,..,0
American Samoa,ASM,1994,YR1994,..,0,..,0
American Samoa,ASM,1995,YR1995,..,0,..,0
American Samoa,ASM,1996,YR1996,..,0,..,0
American Samoa,ASM,1997,YR1997,..,0,..,0
American Samoa,ASM,1998,YR1998,..,0,..,0
American Samoa,ASM,1999,YR1999,..,0,..,0
American Samoa,ASM,2000,YR2000,..,0,..,0
American Samoa,ASM,2001,YR2001,..,0,..,0
American Samoa,ASM,2002,YR2002,..,0,..,0
American Samoa,ASM,2003,YR2003,..,0,..,0
American Samoa,ASM,2004,YR2004,..,0,..,0
American Samoa,ASM,2005,YR2005,..,0,..,0
American Samoa,ASM,2006,YR2006,..,0,..,0
American Samoa,ASM,2007,YR2007,..,0,..,0
American Samoa,ASM,2008,YR2008,..,0,..,0
American Samoa,ASM,2009,YR2009,..,0,..,0
American Samoa,ASM,2010,YR2010,..,0,..,0
American Samoa,ASM,2011,YR2011,..,0,..,0
American Samoa,ASM,2012,YR2012,..,0.702426564,..,0.14
American Samoa,ASM,2013,YR2013,..,0.703140481,..,0.24
American Samoa,ASM,2014,YR2014,..,0.700882475,..,0.23
American Samoa,ASM,2015,YR2015,..,0.885478158,..,0.23
American Samoa,ASM,2016,YR2016,..,..,..,0.3
American Samoa,ASM,2017,YR2017,..,..,..,0.49
American Samoa,ASM,2018,YR2018,..,..,..,0.49
American Samoa,ASM,2019,YR2019,..,..,..,0.5
American Samoa,ASM,2020,YR2020,..,..,..,0.51
American Samoa,ASM,2021,YR2021,..,..,..,0.52
American Samoa,ASM,2022,YR2022,..,..,..,..
American Samoa,ASM,2023,YR2023,..,..,..,..
Andorra,AND,1990,YR1990,..,100,7.592152178,14.05
Andorra,AND,1991,YR1991,..,100,7.336724754,14.05
Andorra,AND,1992,YR1992,..,100,7.099907477,14.08
Andorra,AND,1993,YR1993,..,100,6.937047806,13.72
Andorra,AND,1994,YR1994,..,100,6.663237053,14.36
Andorra,AND,1995,YR1995,..,100,6.754131706,14.28
Andorra,AND,1996,YR1996,..,100,7.08273185,13.89
Andorra,AND,1997,YR1997,..,100,7.194088,13.98
Andorra,AND,1998,YR1998,..,100,7.531924033,14.23
Andorra,AND,1999,YR1999,..,100,7.812961694,14.32
Andorra,AND,2000,YR2000,..,100,7.927016355,14.51
Andorra,AND,2001,YR2001,..,100,7.725626659,15.39
Andorra,AND,2002,YR2002,..,100,7.498764979,15.83
Andorra,AND,2003,YR2003,..,100,7.238069466,16.52
Andorra,AND,2004,YR2004,..,98.93617021,7.286756008,16.57
Andorra,AND,2005,YR2005,..,98.82352941,7.206273645,16.61
Andorra,AND,2006,YR2006,..,94.59459459,6.805400082,17.57
Andorra,AND,2007,YR2007,..,75,6.890389929,16.56
Andorra,AND,2008,YR2008,..,80.05082592,7.081822365,17.02
Andorra,AND,2009,YR2009,..,76.54320988,6.995396198,17.13
Andorra,AND,2010,YR2010,..,88.73114463,7.223590934,18.67
Andorra,AND,2011,YR2011,..,86.51315789,6.957586407,18.55
Andorra,AND,2012,YR2012,..,86.6894198,6.86229282,18.76
Andorra,AND,2013,YR2013,..,88.7532694,6.674233189,19.14
Andorra,AND,2014,YR2014,..,89.43217666,6.445930663,19.45
Andorra,AND,2015,YR2015,..,86.1167002,6.485769241,19.32
Andorra,AND,2016,YR2016,..,..,6.465288117,19.3
Andorra,AND,2017,YR2017,..,..,6.302097864,19.02
Andorra,AND,2018,YR2018,..,..,6.59405703,18.58
Andorra,AND,2019,YR2019,..,..,6.287203804,18.46
Andorra,AND,2020,YR2020,..,..,5.777147992,21.86
Andorra,AND,2021,YR2021,..,..,..,20.59
Andorra,AND,2022,YR2022,..,..,..,..
Andorra,AND,2023,YR2023,..,..,..,..
Angola,AGO,1990,YR1990,5793.084512,86.20689655,0.554941321,72.26
Angola,AGO,1991,YR1991,5659.11933,82.65524625,0.545806579,71.89
Angola,AGO,1992,YR1992,5158.383835,88.70116156,0.544412918,72.72
Angola,AGO,1993,YR1993,3799.194899,93.68421053,0.710960887,71.28
Angola,AGO,1994,YR1994,3728.886199,93.71727749,0.839266378,72.22
Angola,AGO,1995,YR1995,4149.445734,93.75,0.91426457,73.76
Angola,AGO,1996,YR1996,4557.147774,89.98054475,1.073630274,72.76
Angola,AGO,1997,YR1997,4728.292342,76.35253054,1.086325156,73.16
Angola,AGO,1998,YR1998,4790.41861,80.42488619,1.091172539,76.11
Angola,AGO,1999,YR1999,4739.509639,66.96629213,1.109791073,72.42
Angola,AGO,2000,YR2000,4728.374368,63.11418685,0.988416416,73.44
Angola,AGO,2001,YR2001,4768.008894,62.08791209,0.941818497,72.34
Angola,AGO,2002,YR2002,5241.820587,64.7592068,0.895716802,70.42
Angola,AGO,2003,YR2003,5217.390519,62.20551378,0.924988063,65.14
Angola,AGO,2004,YR2004,5589.237936,78.40501792,0.92981108,61.92
Angola,AGO,2005,YR2005,6204.588752,79.64824121,0.812875088,68.38
Angola,AGO,2006,YR2006,6677.01974,80.61101028,0.821263802,62.13
Angola,AGO,2007,YR2007,7340.388909,77.6188996,0.811413506,58.49
Angola,AGO,2008,YR2008,7866.184344,75.40904716,0.888609845,54.88
Angola,AGO,2009,YR2009,7646.144358,65.34318902,0.93945736,52.41
Angola,AGO,2010,YR2010,7689.820735,67.95742338,0.975916772,52.51
Angola,AGO,2011,YR2011,7663.286053,70.90780393,0.983787081,51.06
Angola,AGO,2012,YR2012,8011.050095,60.7994842,0.947583107,49.47
Angola,AGO,2013,YR2013,8099.678828,58.02093476,1.031043636,47.95
Angola,AGO,2014,YR2014,8183.164577,53.17510549,1.091497057,48.27
Angola,AGO,2015,YR2015,7966.885556,53.17492831,1.125185364,47.84
Angola,AGO,2016,YR2016,7487.925098,..,1.012552124,49.03
Angola,AGO,2017,YR2017,7216.061373,..,0.829723217,56.25
Angola,AGO,2018,YR2018,6878.590025,..,0.755827619,55.94
Angola,AGO,2019,YR2019,6602.269211,..,0.753638205,54.39
Angola,AGO,2020,YR2020,6029.691895,..,0.592742968,61.02
Angola,AGO,2021,YR2021,5911.835657,..,..,..
Angola,AGO,2022,YR2022,5906.115677,..,..,..
Angola,AGO,2023,YR2023,..,..,..,..
Antigua and Barbuda,ATG,1990,YR1990,17016.86476,0,3.44555331,0
Antigua and Barbuda,ATG,1991,YR1991,17303.63926,0,3.479272087,0
Antigua and Barbuda,ATG,1992,YR1992,17226.61576,0,3.379266614,0
Antigua and Barbuda,ATG,1993,YR1993,17812.46743,0,3.372117751,0
Antigua and Barbuda,ATG,1994,YR1994,18651.02358,0,3.357585878,0
Antigua and Barbuda,ATG,1995,YR1995,17492.10059,0,3.438697038,0
Antigua and Barbuda,ATG,1996,YR1996,18273.33281,0,3.650534399,0
Antigua and Barbuda,ATG,1997,YR1997,18888.89439,0,3.757477042,0
Antigua and Barbuda,ATG,1998,YR1998,19413.46195,0,3.940913851,0
Antigua and Barbuda,ATG,1999,YR1999,19792.59853,0,4.054401864,0
Antigua and Barbuda,ATG,2000,YR2000,20674.81626,0,4.16361335,0
Antigua and Barbuda,ATG,2001,YR2001,19434.16344,0,4.223578036,0
Antigua and Barbuda,ATG,2002,YR2002,19384.5842,0,4.340954725,0
Antigua and Barbuda,ATG,2003,YR2003,20330.73264,0,4.619916747,0
Antigua and Barbuda,ATG,2004,YR2004,21267.31688,0,4.654108765,0
Antigua and Barbuda,ATG,2005,YR2005,22381.02439,0,4.716473225,0
Antigua and Barbuda,ATG,2006,YR2006,24905.3038,0,4.91995797,0
Antigua and Barbuda,ATG,2007,YR2007,26853.21073,0,5.111197815,0
Antigua and Barbuda,ATG,2008,YR2008,26451.05877,0,5.142280573,0
Antigua and Barbuda,ATG,2009,YR2009,22933.36738,0,5.365888282,0
Antigua and Barbuda,ATG,2010,YR2010,20848.91352,1.494768311,5.435556334,0
Antigua and Barbuda,ATG,2011,YR2011,20196.86769,1.497005988,5.258909938,0.06
Antigua and Barbuda,ATG,2012,YR2012,20266.72839,0,5.359627712,0.11
Antigua and Barbuda,ATG,2013,YR2013,20175.81955,0,5.343683967,0.11
Antigua and Barbuda,ATG,2014,YR2014,20451.21897,0,5.34089381,0.11
Antigua and Barbuda,ATG,2015,YR2015,20584.14786,0,5.450239602,0.36
Antigua and Barbuda,ATG,2016,YR2016,21280.64369,..,5.526478512,0.45
Antigua and Barbuda,ATG,2017,YR2017,21672.04489,..,5.488427222,0.45
Antigua and Barbuda,ATG,2018,YR2018,23050.68498,..,5.550826185,0.7
Antigua and Barbuda,ATG,2019,YR2019,23638.68524,..,5.525581597,0.69
Antigua and Barbuda,ATG,2020,YR2020,19062.41258,..,5.121730122,0.74
Antigua and Barbuda,ATG,2021,YR2021,20501.16247,..,..,0.72
Antigua and Barbuda,ATG,2022,YR2022,22321.87002,..,..,..
Antigua and Barbuda,ATG,2023,YR2023,..,..,..,..
Argentina,ARG,1990,YR1990,14136.5254,35.4414663,3.073563154,8.57
Argentina,ARG,1991,YR1991,15209.48763,30.4365664,3.199038186,8.42
Argentina,ARG,1992,YR1992,16190.51071,34.87052844,3.214972108,9.01
Argentina,ARG,1993,YR1993,17282.96499,38.93400026,3.240242229,9.68
Argentina,ARG,1994,YR1994,18046.89292,42.60157812,3.244828392,9.97
Argentina,ARG,1995,YR1995,17303.92385,40.21338506,3.230308037,10.18
Argentina,ARG,1996,YR1996,18031.54819,33.39982206,3.462789185,8.64
Argentina,ARG,1997,YR1997,19261.89862,39.38698166,3.521297803,9.72
Argentina,ARG,1998,YR1998,19773.17637,36.39004486,3.661556758,9.62
Argentina,ARG,1999,YR1999,18884.94311,27.29441883,3.669601022,8.79
Argentina,ARG,2000,YR2000,18524.80961,33.15937465,3.56791849,9.85
Argentina,ARG,2001,YR2001,17514.5041,41.82988404,3.341877067,11.51
Argentina,ARG,2002,YR2002,15439.74463,43.56387577,3.100488668,11.62
Argentina,ARG,2003,YR2003,16631.57398,37.95175486,3.334890879,10.82
Argentina,ARG,2004,YR2004,17950.15128,31.63480258,3.65608487,9.29
Argentina,ARG,2005,YR2005,19338.14619,33.52513485,3.736716865,9.64
Argentina,ARG,2006,YR2006,20679.2431,37.1276984,3.924261841,9.18
Argentina,ARG,2007,YR2007,22316.25553,29.84220081,4.083151439,7.72
Argentina,ARG,2008,YR2008,22992.39018,26.3437058,4.15237521,7.65
Argentina,ARG,2009,YR2009,21413.28312,28.92740262,3.848348227,8.59
Argentina,ARG,2010,YR2010,23521.27018,28.5854562,4.09984414,8.79
Argentina,ARG,2011,YR2011,24647.62927,32.30597044,4.281028145,8.83
Argentina,ARG,2012,YR2012,24118.86752,29.26113532,4.264111002,8.61
Argentina,ARG,2013,YR2013,24424.13645,31.48449072,4.34225013,8.91
Argentina,ARG,2014,YR2014,23550.09906,31.5762042,4.209111895,9.79
Argentina,ARG,2015,YR2015,23933.88661,28.14006912,4.301913806,9.4
Argentina,ARG,2016,YR2016,23189.52745,..,4.201815869,9.38
Argentina,ARG,2017,YR2017,23597.11775,..,4.070111687,10.37
Argentina,ARG,2018,YR2018,22747.24166,..,3.975650744,10.52
Argentina,ARG,2019,YR2019,22071.7481,..,3.742029812,10.74
Argentina,ARG,2020,YR2020,19694.56052,..,3.40561754,9.84
Argentina,ARG,2021,YR2021,21599.79674,..,..,..
Argentina,ARG,2022,YR2022,22461.44094,..,..,..
Argentina,ARG,2023,YR2023,..,..,..,..
Armenia,ARM,1990,YR1990,5153.298211,15.00675545,5.579919129,2.12
Armenia,ARM,1991,YR1991,4473.519088,16.24632198,5.71910181,2.31
Armenia,ARM,1992,YR1992,2634.963124,33.8071968,3.009034691,6.68
Armenia,ARM,1993,YR1993,2484.552329,68.19698173,1.438816272,12.93
Armenia,ARM,1994,YR1994,2683.637533,62.1067515,0.802637924,17.76
Armenia,ARM,1995,YR1995,2912.781057,34.50818198,1.034301979,9.27
Armenia,ARM,1996,YR1996,3105.952781,25.29771484,0.752345177,12.47
Armenia,ARM,1997,YR1997,3236.060508,23.05523304,1.016164856,10.12
Armenia,ARM,1998,YR1998,3505.368402,24.82636085,1.077749148,9.38
Armenia,ARM,1999,YR1999,3660.03412,20.99002974,0.967863682,8.36
Armenia,ARM,2000,YR2000,3921.857522,21.16482041,1.123867493,7.16
Armenia,ARM,2001,YR2001,4346.907506,16.84943429,1.149647972,5.42
Armenia,ARM,2002,YR2002,4965.224359,30.04167422,1.00440027,8.9
Armenia,ARM,2003,YR2003,5698.778477,36.02981276,1.133360699,9.81
Armenia,ARM,2004,YR2004,6334.856153,33.13432836,1.227695063,8.71
Armenia,ARM,2005,YR2005,7259.203892,28.06712047,1.463912004,6.49
Armenia,ARM,2006,YR2006,8273.7857,30.71873422,1.4833044,7.65
Armenia,ARM,2007,YR2007,9476.471494,31.46829434,1.732263389,7.02
Armenia,ARM,2008,YR2008,10201.55945,31.17850953,1.90569819,6.4
Armenia,ARM,2009,YR2009,8819.677459,35.67272086,1.521710382,7.8
Armenia,ARM,2010,YR2010,9068.787651,39.48544138,1.471883482,9.36
Armenia,ARM,2011,YR2011,9551.158131,33.5397039,1.685606164,8.01
Armenia,ARM,2012,YR2012,10289.97563,28.94474863,1.961453064,6.56
Armenia,ARM,2013,YR2013,10677.30365,28.23605707,1.896163384,6.77
Armenia,ARM,2014,YR2014,11105.5325,25.75483871,1.895893672,7.08
Armenia,ARM,2015,YR2015,11506.03899,28.33696628,1.85625279,10.74
Armenia,ARM,2016,YR2016,11580.38364,..,1.767966404,13.15
Armenia,ARM,2017,YR2017,12509.63961,..,1.88339587,12.56
Armenia,ARM,2018,YR2018,13231.43107,..,2.013779381,11.13
Armenia,ARM,2019,YR2019,14317.55287,..,2.196552367,10.34
Armenia,ARM,2020,YR2020,13357.69706,..,2.404683762,8.38
Armenia,ARM,2021,YR2021,14206.54457,..,..,..
Armenia,ARM,2022,YR2022,16057.00646,..,..,..
Armenia,ARM,2023,YR2023,..,..,..,..
Aruba,ABW,1990,YR1990,32278.86854,0,..,0.27
Aruba,ABW,1991,YR1991,33744.1088,0,..,0.23
Aruba,ABW,1992,YR1992,34544.06065,0,..,0.24
Aruba,ABW,1993,YR1993,35957.81597,0,..,0.2
Aruba,ABW,1994,YR1994,37683.91771,0,..,0.18
Aruba,ABW,1995,YR1995,37470.17387,0,..,0.17
Aruba,ABW,1996,YR1996,36784.46079,0,..,0.17
Aruba,ABW,1997,YR1997,38202.40775,0,..,0.16
Aruba,ABW,1998,YR1998,37810.03482,0,..,0.16
Aruba,ABW,1999,YR1999,37171.22043,0,..,0.16
Aruba,ABW,2000,YR2000,39001.72707,0,..,0.18
Aruba,ABW,2001,YR2001,39920.40401,0,..,0.18
Aruba,ABW,2002,YR2002,39073.55574,0,..,0.18
Aruba,ABW,2003,YR2003,39115.38237,0,..,0.18
Aruba,ABW,2004,YR2004,41591.92035,0,..,0.19
Aruba,ABW,2005,YR2005,41019.04207,0,..,0.19
Aruba,ABW,2006,YR2006,40994.2489,0,..,0.19
Aruba,ABW,2007,YR2007,41745.11594,0,..,0.19
Aruba,ABW,2008,YR2008,41986.98033,0,..,0.19
Aruba,ABW,2009,YR2009,36629.32785,0,..,0.3
Aruba,ABW,2010,YR2010,35227.20734,11.32737715,..,5.46
Aruba,ABW,2011,YR2011,36073.63943,12.10102096,..,5.66
Aruba,ABW,2012,YR2012,35410.11592,14.91525424,..,6.86
Aruba,ABW,2013,YR2013,37406.17352,14.91218619,..,6.89
Aruba,ABW,2014,YR2014,36558.97284,15.09927995,..,6.93
Aruba,ABW,2015,YR2015,36099.94264,14.85616144,..,6.73
Aruba,ABW,2016,YR2016,36504.68873,..,..,6.99
Aruba,ABW,2017,YR2017,38868.33392,..,..,6.7
Aruba,ABW,2018,YR2018,39597.65988,..,..,8.31
Aruba,ABW,2019,YR2019,38511.33688,..,..,8.18
Aruba,ABW,2020,YR2020,29236.04726,..,..,8.67
Aruba,ABW,2021,YR2021,37333.51568,..,..,8.5
Aruba,ABW,2022,YR2022,41273.61505,..,..,..
Aruba,ABW,2023,YR2023,..,..,..,..
Australia,AUS,1990,YR1990,30897.96514,9.656030644,15.43718277,8.01
Australia,AUS,1991,YR1991,30390.13512,10.59820105,15.31527127,8.25
Australia,AUS,1992,YR1992,30180.31048,10.06686525,15.35397358,7.52
Australia,AUS,1993,YR1993,31123.06437,10.54914357,15.48170527,8.62
Australia,AUS,1994,YR1994,32051.4941,10.19447386,15.7309148,8.26
Australia,AUS,1995,YR1995,32927.3337,9.62414282,16.11460158,8.22
Australia,AUS,1996,YR1996,33786.99981,9.229727824,16.47101442,8.87
Australia,AUS,1997,YR1997,34731.30202,9.587675727,16.70617608,9.08
Australia,AUS,1998,YR1998,35990.38759,8.434050016,17.60233354,8.6
Australia,AUS,1999,YR1999,37388.5898,8.544053588,17.73724311,8.51
Australia,AUS,2000,YR2000,38412.64245,8.381618572,17.8373184,8.42
Australia,AUS,2001,YR2001,38690.56988,8.098454953,17.93072692,8.37
Australia,AUS,2002,YR2002,39775.27052,7.860918822,18.12321078,8.74
Australia,AUS,2003,YR2003,40535.66975,8.440698866,17.89453913,7.15
Australia,AUS,2004,YR2004,41798.71802,8.186650191,18.36887105,6.68
Australia,AUS,2005,YR2005,42595.42886,8.803706639,18.27847309,6.71
Australia,AUS,2006,YR2006,43182.38536,9.299307773,18.29274959,6.85
Australia,AUS,2007,YR2007,44001.42929,8.648072467,18.45473766,6.95
Australia,AUS,2008,YR2008,44675.14039,8.115257556,18.23928987,6.79
Australia,AUS,2009,YR2009,44592.14598,7.497934259,18.15720084,7.15
Australia,AUS,2010,YR2010,44881.32607,8.611879628,17.97375152,8.16
Australia,AUS,2011,YR2011,45328.25971,10.42665228,17.65605534,8.32
Australia,AUS,2012,YR2012,46289.1853,10.59265336,17.40561767,8.3
Australia,AUS,2013,YR2013,46685.09735,13.26410839,16.7945881,9.22
Australia,AUS,2014,YR2014,47193.17163,14.90671221,16.15574514,9.33
Australia,AUS,2015,YR2015,47543.08014,13.63784109,16.19845822,9.32
Australia,AUS,2016,YR2016,48107.06746,..,16.32033061,9.36
Australia,AUS,2017,YR2017,48418.55842,..,16.1491503,9.65
Australia,AUS,2018,YR2018,49085.93337,..,15.86571352,9.6
Australia,AUS,2019,YR2019,49420.94042,..,15.59904536,10.06
Australia,AUS,2020,YR2020,48651.73497,..,14.77613691,10.89
Australia,AUS,2021,YR2021,49609.2311,..,..,..
Australia,AUS,2022,YR2022,51090.26333,..,..,..
Australia,AUS,2023,YR2023,..,..,..,..
Austria,AUT,1990,YR1990,37494.56041,66.20212593,7.590106605,25.17
Austria,AUT,1991,YR1991,38399.67402,65.06247384,8.049526421,24.53
Austria,AUT,1992,YR1992,38774.49026,72.39632351,7.35494711,26.17
Austria,AUT,1993,YR1993,38658.64978,74.06708065,7.311748471,26.39
Austria,AUT,1994,YR1994,39435.21002,70.8027096,7.344674059,25.72
Austria,AUT,1995,YR1995,40425.39372,70.50636123,7.698069947,25.67
Austria,AUT,1996,YR1996,41319.375,66.80479337,8.15463769,24.08
Austria,AUT,1997,YR1997,42136.66228,67.91595582,8.06021204,24.92
Austria,AUT,1998,YR1998,43597.89007,69.81040959,8.107660865,24.46
Austria,AUT,1999,YR1999,45060.61875,70.67895053,7.889457434,26.49
Austria,AUT,2000,YR2000,46469.86106,72.54400909,7.930858961,26.43
Austria,AUT,2001,YR2001,46878.91624,69.15682775,8.444656269,25.53
Austria,AUT,2002,YR2002,47419.27841,69.01294765,8.583836811,24.68
